code,name,slug,rarity,burst,burst_stage,cooldown,element,class,corporation,weapon,status,note,image,face_image,full_image,parsed
5094,2B,2b,SSR,3,3,40.0,작열,방어형,어브노말,AR,,,2b.webp,face/2b.webp,2b.webp,True
5095,A2,a2,SSR,3,3,40.0,작열,화력형,어브노말,RL,,,a2.webp,face/a2.webp,a2.webp,True
5108,렘,rem,SSR,2,2,20.0,수냉,지원형,어브노말,MG,,,rem.webp,face/rem.webp,rem.webp,True
5109,에밀리아,emilia,SSR,3,3,40.0,수냉,화력형,어브노말,RL,unsupported,핵심(가한 피해 비례 고정 대미지) 미지원 — 과소 큼 — 딜 수치를 믿지 말 것,emilia.webp,face/emilia.webp,emilia.webp,True
3013,람,ram,SR,1,1,40.0,풍압,방어형,어브노말,SR,,,ram.webp,face/ram.webp,ram.webp,True
5118,아스카,asuka,SSR,3,3,40.0,작열,화력형,어브노말,AR,,,asuka.webp,face/asuka.webp,asuka.webp,True
5119,레이,rei-2,SSR,3,3,40.0,작열,화력형,어브노말,MG,,,rei-2.webp,face/rei-2.webp,rei-2.webp,True
5120,마리,mari,SSR,2,2,20.0,전격,지원형,어브노말,SR,,,mari.webp,face/mari.webp,mari.webp,True
3014,미사토,misato,SR,1,1,40.0,철갑,지원형,어브노말,SMG,unsupported,보호막 대미지(적 보호막 모델 없음) — 딜 수치를 믿지 말 것,misato.webp,face/misato.webp,misato.webp,True
5132,레이 (가칭),rei-tentative-name,SSR,3,3,40.0,풍압,화력형,어브노말,AR,,,rei-tentative-name.webp,face/rei-tentative-name.webp,rei-tentative-name.webp,True
5133,아스카 : WILLE,asuka-wille,SSR,3,3,40.0,풍압,화력형,어브노말,MG,,,asuka-wille.webp,face/asuka-wille.webp,asuka-wille.webp,True
,사쿠라 (SR),sakura-sr,SR,1,1,40.0,수냉,지원형,어브노말,SMG,,,sakura-sr.webp,face/sakura-sr.webp,sakura-sr.webp,True
5152,에이다,ada,SSR,3,3,40.0,전격,화력형,어브노말,RL,,,ada.webp,face/ada.webp,ada.webp,True
5153,질,jill,SSR,3,3,40.0,전격,화력형,어브노말,AR,,,jill.webp,face/jill.webp,jill.webp,True
3017,클레어,claire,SR,1,1,40.0,전격,지원형,어브노말,RL,unsupported,순수 힐러 — 딜 수치를 믿지 말 것,claire.webp,face/claire.webp,claire.webp,True
5142,이브,eve,SSR,3,3,40.0,철갑,화력형,어브노말,AR,,,eve.webp,face/eve.webp,eve.webp,True
5143,레이븐,raven,SSR,3,3,40.0,철갑,화력형,어브노말,RL,bug,"되는 것: 쇼크웨이브 지속 피해(스택 수만큼 증가, 2026-08-28 수정)·A.N. 모드 지속 피해↑·버스트 템페스트. 안 되는 것: 급소 공략(파츠 대미지↑)은 계산기에 파츠 명중 판정이 없어 평타·지속 피해에 안 붙음, 일점 공격(파츠 파괴 후 지속 피해↑)은 파괴 이벤트가 기본 꺼짐(레이드 설정 파츠 파괴 주기를 켜야 발동). 따라서 파츠 보스에선 실제보다 낮게 나옴 — 파츠 구간·조준 모델 도입 예정",raven.webp,face/raven.webp,raven.webp,True
3016,릴리,lily,SR,2,2,40.0,풍압,지원형,어브노말,SMG,,,lily.webp,face/lily.webp,lily.webp,True
5164,치사토,chisato,SSR,3,3,40.0,철갑,화력형,어브노말,SMG,,,chisato.webp,face/chisato.webp,chisato.webp,True
5165,타키나,takina,SSR,2,2,20.0,철갑,지원형,어브노말,SR,,,takina.webp,face/takina.webp,takina.webp,True
3018,쿠루미,kurumi,SR,1,1,20.0,철갑,지원형,어브노말,AR,,,kurumi.webp,face/kurumi.webp,kurumi.webp,True
5179,퀸(마코토),queen-makoto,SSR,3,3,40.0,작열,화력형,어브노말,SG,,,queen-makoto.webp,face/queen-makoto.webp,queen-makoto.webp,True
5180,유키코,yukiko,SSR,3,3,40.0,작열,화력형,어브노말,MG,,,yukiko.webp,face/yukiko.webp,yukiko.webp,True
3019,아이기스,aigis,SR,2,2,20.0,철갑,지원형,어브노말,SMG,,,aigis.webp,face/aigis.webp,aigis.webp,True
5096,파스칼,pascal,SR,1,1,40.0,철갑,지원형,어브노말,RL,unsupported,차지 불가 RL(무기 데이터에 차지 시간 없음) — 엔진 발사 모델 미지원이라 로스터 미등록,pascal.webp,face/pascal.webp,pascal.webp,False
5181,드레이크 : 그레이트 빌런,drake-great-villain,SSR,3,3,40.0,풍압,방어형,미실리스,SG,,,drake-great-villain.webp,face/drake-great-villain.webp,drake-great-villain.webp,True
